county,date,confirmed_patients,suspected_patients,total_covid_patients
San Joaquin,7/2/2020,151,42,193
Monterey,7/2/2020,36,1,37
Santa Cruz,7/2/2020,10,3,13
Sacramento,7/2/2020,128,21,149
Imperial,7/2/2020,86,3,89
Kings,7/2/2020,38,1,39
Mono,7/2/2020,0,0,0
Madera,7/2/2020,17,1,18
Stanislaus,7/2/2020,133,76,209
Amador,7/2/2020,1,0,1
San Bernardino,7/2/2020,438,91,529
Santa Barbara,7/2/2020,64,6,70
Orange,7/2/2020,584,132,716
Shasta,7/2/2020,7,1,8
Sutter,7/2/2020,0,0,0
Nevada,7/2/2020,5,1,6
Ventura,7/2/2020,80,42,122
Los Angeles,7/2/2020,1933,679,2612
Solano,7/2/2020,39,9,48
Napa,7/2/2020,7,2,9
Kern,7/2/2020,173,33,206
Riverside,7/2/2020,465,111,576
Humboldt,7/2/2020,1,0,1
Contra Costa,7/2/2020,56,20,76
Butte,7/2/2020,9,3,12
Yuba,7/2/2020,8,3,11
Inyo,7/2/2020,0,0,0
Siskiyou,7/2/2020,0,0,0
Marin,7/2/2020,27,3,30
Lake,7/2/2020,3,1,4
San Diego,7/2/2020,380,79,459
Mendocino,7/2/2020,0,0,0
Merced,7/2/2020,19,4,23
Yolo,7/2/2020,6,3,9
Fresno,7/2/2020,128,17,145
Santa Clara,7/2/2020,91,16,107
Calaveras,7/2/2020,0,3,3
Del Norte,7/2/2020,1,0,1
Tulare,7/2/2020,77,2,79
Sonoma,7/2/2020,12,3,15
Plumas,7/2/2020,0,0,0
Modoc,7/2/2020,0,0,0
Alameda,7/2/2020,141,52,193
San Luis Obispo,7/2/2020,8,7,15
Colusa,7/2/2020,0,2,2
Glenn,7/2/2020,0,1,1
San Mateo,7/2/2020,52,4,56
Fresno,7/3/2020,133,21,154
Santa Cruz,7/3/2020,11,6,17
Yolo,7/3/2020,7,2,9
Tuolumne,7/3/2020,1,0,1
Merced,7/3/2020,20,6,26
Madera,7/3/2020,10,9,19
Imperial,7/3/2020,83,2,85
Napa,7/3/2020,6,2,8
Marin,7/3/2020,28,3,31
Shasta,7/3/2020,8,1,9
Santa Barbara,7/3/2020,71,4,75
Mendocino,7/3/2020,0,0,0
Siskiyou,7/3/2020,0,0,0
Riverside,7/3/2020,472,99,571
San Luis Obispo,7/3/2020,8,3,11
Ventura,7/3/2020,85,38,123
San Benito,7/3/2020,1,0,1
San Mateo,7/3/2020,56,4,60
Butte,7/3/2020,7,2,9
Mariposa,7/3/2020,0,0,0
Tulare,7/3/2020,75,3,78
Plumas,7/3/2020,0,0,0
Lassen,7/3/2020,1,0,1
Santa Clara,7/3/2020,84,16,100
Mono,7/3/2020,0,0,0
San Joaquin,7/3/2020,165,41,206
Amador,7/3/2020,1,0,1
Kern,7/3/2020,189,14,203
Del Norte,7/3/2020,1,0,1
Humboldt,7/3/2020,1,0,1
Lake,7/3/2020,3,0,3
Sacramento,7/3/2020,129,15,144
Calaveras,7/3/2020,0,0,0
Monterey,7/3/2020,35,1,36
Solano,7/3/2020,38,9,47
Nevada,7/3/2020,4,1,5
Kings,7/3/2020,39,1,40
San Diego,7/3/2020,367,68,435
Glenn,7/3/2020,0,1,1
Sonoma,7/3/2020,15,3,18
Trinity,7/3/2020,0,0,0
San Bernardino,7/3/2020,451,88,539
Yuba,7/3/2020,9,1,10
Stanislaus,7/3/2020,137,73,210
Los Angeles,7/3/2020,1947,696,2643
Sutter,7/3/2020,0,0,0
Placer,7/3/2020,19,26,45
San Francisco,7/3/2020,70,15,85
Modoc,7/3/2020,0,0,0
Colusa,7/3/2020,0,0,0
Inyo,7/3/2020,0,0,0
Tehama,7/3/2020,0,0,0
Orange,7/3/2020,594,150,744
Contra Costa,7/3/2020,54,21,75
El Dorado,7/3/2020,3,1,4
Alameda,7/3/2020,157,51,208
Lassen,7/4/2020,1,0,1
Siskiyou,7/4/2020,0,0,0
Del Norte,7/4/2020,1,0,1
Sutter,7/4/2020,0,0,0
Merced,7/4/2020,23,1,24
Imperial,7/4/2020,87,4,91
Ventura,7/4/2020,82,22,104
Contra Costa,7/4/2020,59,22,81
Colusa,7/4/2020,0,0,0
Madera,7/4/2020,15,12,27
Mendocino,7/4/2020,0,1,1
Yolo,7/4/2020,9,0,9
Calaveras,7/4/2020,0,1,1
San Bernardino,7/4/2020,461,96,557
Santa Barbara,7/4/2020,69,7,76
Santa Clara,7/4/2020,83,18,101
Humboldt,7/4/2020,1,0,1
Tuolumne,7/4/2020,1,0,1
Mariposa,7/4/2020,0,0,0
Kings,7/4/2020,46,2,48
Alameda,7/4/2020,146,44,190
Orange,7/4/2020,624,148,772
Kern,7/4/2020,204,16,220
Lake,7/4/2020,3,1,4
Trinity,7/4/2020,0,0,0
Plumas,7/4/2020,0,0,0
Butte,7/4/2020,8,0,8
Tehama,7/4/2020,0,0,0
Stanislaus,7/4/2020,147,75,222
El Dorado,7/4/2020,2,2,4
Tulare,7/4/2020,78,2,80
Monterey,7/4/2020,38,1,39
Riverside,7/4/2020,485,115,600
Nevada,7/4/2020,5,2,7
Modoc,7/4/2020,0,0,0
Fresno,7/4/2020,139,23,162
Mono,7/4/2020,0,0,0
Solano,7/4/2020,38,7,45
San Benito,7/4/2020,1,0,1
San Joaquin,7/4/2020,155,39,194
Amador,7/4/2020,1,0,1
Placer,7/4/2020,19,27,46
Santa Cruz,7/4/2020,10,5,15
Los Angeles,7/4/2020,1921,653,2574
Sonoma,7/4/2020,18,8,26
Shasta,7/4/2020,8,1,9
Yuba,7/4/2020,10,2,12
San Francisco,7/4/2020,68,14,82
Inyo,7/4/2020,0,0,0
Napa,7/4/2020,6,1,7
San Mateo,7/4/2020,46,4,50
Glenn,7/4/2020,0,1,1
San Luis Obispo,7/4/2020,8,4,12
San Diego,7/4/2020,372,73,445
Marin,7/4/2020,29,1,30
Sacramento,7/4/2020,142,25,167
Calaveras,7/5/2020,0,2,2
Alameda,7/5/2020,146,37,183
Yolo,7/5/2020,7,1,8
El Dorado,7/5/2020,2,0,2
San Mateo,7/5/2020,45,8,53
Sutter,7/5/2020,0,0,0
Modoc,7/5/2020,0,0,0
Lake,7/5/2020,3,1,4
Santa Clara,7/5/2020,84,26,110
Mariposa,7/5/2020,0,0,0
Kings,7/5/2020,45,2,47
Contra Costa,7/5/2020,49,39,88
Tuolumne,7/5/2020,0,0,0
Trinity,7/5/2020,0,0,0
Placer,7/5/2020,22,19,41
Siskiyou,7/5/2020,0,1,1
Plumas,7/5/2020,0,0,0
Santa Cruz,7/5/2020,10,9,19
Santa Barbara,7/5/2020,67,6,73
Kern,7/5/2020,210,12,222
Amador,7/5/2020,1,0,1
Sacramento,7/5/2020,148,21,169
Lassen,7/5/2020,1,0,1
Solano,7/5/2020,39,8,47
Monterey,7/5/2020,38,2,40
Riverside,7/5/2020,498,116,614
San Bernardino,7/5/2020,484,81,565
Nevada,7/5/2020,4,5,9
Glenn,7/5/2020,0,1,1
Yuba,7/5/2020,14,2,16
Shasta,7/5/2020,6,1,7
San Benito,7/5/2020,0,0,0
Ventura,7/5/2020,77,26,103
Merced,7/5/2020,24,0,24
Colusa,7/5/2020,0,0,0
Marin,7/5/2020,32,8,40
San Joaquin,7/5/2020,158,30,188
Sonoma,7/5/2020,20,10,30
Humboldt,7/5/2020,1,1,2
Napa,7/5/2020,6,1,7
Stanislaus,7/5/2020,154,59,213
Madera,7/5/2020,17,4,21
Orange,7/5/2020,634,158,792
Los Angeles,7/5/2020,1969,676,2645
San Diego,7/5/2020,374,67,441
Imperial,7/5/2020,89,4,93
Mendocino,7/5/2020,0,0,0
Fresno,7/5/2020,140,23,163
Tulare,7/5/2020,78,2,80
San Luis Obispo,7/5/2020,10,7,17
Tehama,7/5/2020,0,0,0
Inyo,7/5/2020,0,1,1
Mono,7/5/2020,0,0,0
Butte,7/5/2020,10,0,10
San Francisco,7/5/2020,73,11,84
Del Norte,7/5/2020,1,0,1
Lake,7/6/2020,3,3,6
San Joaquin,7/6/2020,168,74,242
Tuolumne,7/6/2020,1,0,1
Riverside,7/6/2020,520,138,658
San Francisco,7/6/2020,68,12,80
Colusa,7/6/2020,0,0,0
Santa Barbara,7/6/2020,72,8,80
Los Angeles,7/6/2020,2004,666,2670
Sonoma,7/6/2020,22,11,33
Orange,7/6/2020,659,180,839
Madera,7/6/2020,26,6,32
San Luis Obispo,7/6/2020,11,2,13
San Benito,7/6/2020,0,0,0
Del Norte,7/6/2020,1,0,1
Inyo,7/6/2020,0,1,1
Tehama,7/6/2020,0,0,0
Contra Costa,7/6/2020,57,27,84
Plumas,7/6/2020,0,1,1
Santa Clara,7/6/2020,88,16,104
Yolo,7/6/2020,9,0,9
Kern,7/6/2020,211,12,223
Sutter,7/6/2020,0,0,0
Placer,7/6/2020,26,15,41
Mendocino,7/6/2020,0,0,0
Nevada,7/6/2020,3,3,6
Mono,7/6/2020,0,0,0
Yuba,7/6/2020,20,1,21
Imperial,7/6/2020,89,2,91
San Mateo,7/6/2020,48,7,55
Siskiyou,7/6/2020,0,0,0
Alameda,7/6/2020,142,45,187
Shasta,7/6/2020,5,1,6
Santa Cruz,7/6/2020,11,2,13
Merced,7/6/2020,22,2,24
Fresno,7/6/2020,148,14,162
Sacramento,7/6/2020,157,15,172
Solano,7/6/2020,38,5,43
El Dorado,7/6/2020,2,0,2
Monterey,7/6/2020,35,2,37
Ventura,7/6/2020,92,28,120
Marin,7/6/2020,34,5,39
Butte,7/6/2020,12,1,13
Calaveras,7/6/2020,0,3,3
Mariposa,7/6/2020,0,0,0
Tulare,7/6/2020,81,5,86
Amador,7/6/2020,1,0,1
Stanislaus,7/6/2020,160,46,206
Humboldt,7/6/2020,1,2,3
Napa,7/6/2020,7,0,7
Glenn,7/6/2020,0,1,1
Trinity,7/6/2020,0,0,0
San Bernardino,7/6/2020,501,73,574
San Diego,7/6/2020,384,72,456
Modoc,7/6/2020,0,0,0
Lassen,7/6/2020,1,0,1
Kings,7/6/2020,49,3,52
Trinity,7/7/2020,0,0,0
Tehama,7/7/2020,0,0,0
Los Angeles,7/7/2020,2037,792,2829
El Dorado,7/7/2020,2,1,3
Lake,7/7/2020,1,0,1
Alameda,7/7/2020,145,45,190
Modoc,7/7/2020,0,0,0
San Joaquin,7/7/2020,168,41,209
Fresno,7/7/2020,164,13,177
Mendocino,7/7/2020,0,0,0
Sutter,7/7/2020,0,0,0
Orange,7/7/2020,679,138,817
Del Norte,7/7/2020,1,0,1
Imperial,7/7/2020,93,0,93
Mariposa,7/7/2020,0,0,0
San Luis Obispo,7/7/2020,14,5,19
Plumas,7/7/2020,0,1,1
Tuolumne,7/7/2020,2,0,2
Stanislaus,7/7/2020,166,49,215
Placer,7/7/2020,27,28,55
Sacramento,7/7/2020,155,18,173
Santa Barbara,7/7/2020,80,9,89
Monterey,7/7/2020,37,2,39
Contra Costa,7/7/2020,55,31,86
San Francisco,7/7/2020,72,16,88
Solano,7/7/2020,36,8,44
Nevada,7/7/2020,1,1,2
Mono,7/7/2020,0,0,0
Colusa,7/7/2020,0,1,1
Kern,7/7/2020,203,20,223
Ventura,7/7/2020,87,29,116
Riverside,7/7/2020,508,143,651
San Benito,7/7/2020,1,0,1
Sonoma,7/7/2020,24,9,33
Humboldt,7/7/2020,1,2,3
Kings,7/7/2020,52,2,54
Lassen,7/7/2020,0,0,0
Shasta,7/7/2020,2,3,5
San Diego,7/7/2020,406,73,479
Yuba,7/7/2020,21,1,22
Marin,7/7/2020,36,8,44
Glenn,7/7/2020,0,1,1
San Bernardino,7/7/2020,511,68,579
Calaveras,7/7/2020,0,0,0
Yolo,7/7/2020,8,0,8
Napa,7/7/2020,7,1,8
San Mateo,7/7/2020,53,7,60
Santa Cruz,7/7/2020,13,3,16
Amador,7/7/2020,1,1,2
Santa Clara,7/7/2020,98,16,114
Siskiyou,7/7/2020,0,0,0
Merced,7/7/2020,21,2,23
Madera,7/7/2020,20,8,28
Tulare,7/7/2020,78,7,85
Butte,7/7/2020,14,1,15
Inyo,7/7/2020,0,1,1
Calaveras,7/8/2020,0,0,0
Plumas,7/8/2020,0,0,0
Santa Barbara,7/8/2020,75,11,86
Orange,7/8/2020,691,124,815
Trinity,7/8/2020,0,0,0
Sutter,7/8/2020,0,0,0
San Francisco,7/8/2020,73,15,88
Sonoma,7/8/2020,24,11,35
Tehama,7/8/2020,0,0,0
San Luis Obispo,7/8/2020,14,4,18
Butte,7/8/2020,13,1,14
Kern,7/8/2020,215,12,227
Marin,7/8/2020,33,10,43
Mono,7/8/2020,0,0,0
Lassen,7/8/2020,0,1,1
Imperial,7/8/2020,84,1,85
Placer,7/8/2020,28,28,56
Alameda,7/8/2020,140,48,188
Modoc,7/8/2020,0,0,0
Amador,7/8/2020,1,0,1
El Dorado,7/8/2020,3,0,3
Lake,7/8/2020,1,2,3
Sacramento,7/8/2020,152,25,177
Inyo,7/8/2020,0,1,1
Yolo,7/8/2020,11,0,11
Ventura,7/8/2020,85,26,111
Mendocino,7/8/2020,0,0,0
Tuolumne,7/8/2020,2,1,3
Santa Cruz,7/8/2020,13,5,18
Del Norte,7/8/2020,0,0,0
Shasta,7/8/2020,6,1,7
Mariposa,7/8/2020,0,0,0
Stanislaus,7/8/2020,170,45,215
Fresno,7/8/2020,172,34,206
San Mateo,7/8/2020,51,9,60
Tulare,7/8/2020,78,2,80
Merced,7/8/2020,19,3,22
Humboldt,7/8/2020,0,0,0
San Benito,7/8/2020,2,0,2
Siskiyou,7/8/2020,0,0,0
San Bernardino,7/8/2020,505,94,599
San Joaquin,7/8/2020,186,58,244
Monterey,7/8/2020,43,1,44
Colusa,7/8/2020,0,1,1
Santa Clara,7/8/2020,107,18,125
Madera,7/8/2020,27,6,33
Glenn,7/8/2020,0,1,1
Contra Costa,7/8/2020,68,39,107
Nevada,7/8/2020,1,1,2
Yuba,7/8/2020,20,0,20
San Diego,7/8/2020,407,76,483
Solano,7/8/2020,37,8,45
Riverside,7/8/2020,515,149,664
Los Angeles,7/8/2020,1995,822,2817
Napa,7/8/2020,8,0,8
Kings,7/8/2020,51,1,52
Modoc,7/9/2020,0,0,0
Orange,7/9/2020,672,128,800
Imperial,7/9/2020,77,0,77
Solano,7/9/2020,39,8,47
Alameda,7/9/2020,133,52,185
Napa,7/9/2020,9,0,9
Trinity,7/9/2020,0,0,0
Kings,7/9/2020,56,1,57
Kern,7/9/2020,217,10,227
Sutter,7/9/2020,0,0,0
Butte,7/9/2020,16,0,16
Marin,7/9/2020,32,6,38
Ventura,7/9/2020,81,22,103
Shasta,7/9/2020,5,1,6
San Bernardino,7/9/2020,522,78,600
Del Norte,7/9/2020,0,0,0
Amador,7/9/2020,1,0,1
Yolo,7/9/2020,15,0,15
Madera,7/9/2020,23,7,30
Calaveras,7/9/2020,0,0,0
Santa Cruz,7/9/2020,13,3,16
Tuolumne,7/9/2020,0,0,0
Santa Clara,7/9/2020,112,23,135
Tulare,7/9/2020,72,2,74
Los Angeles,7/9/2020,2032,817,2849
San Joaquin,7/9/2020,189,55,244
Sonoma,7/9/2020,25,5,30
Colusa,7/9/2020,0,0,0
San Francisco,7/9/2020,76,18,94
San Mateo,7/9/2020,47,11,58
Santa Barbara,7/9/2020,73,9,82
Contra Costa,7/9/2020,77,35,112
Placer,7/9/2020,27,21,48
Glenn,7/9/2020,0,0,0
Lassen,7/9/2020,0,1,1
Monterey,7/9/2020,46,1,47
Stanislaus,7/9/2020,167,61,228
Fresno,7/9/2020,179,50,229
Mendocino,7/9/2020,0,0,0
Merced,7/9/2020,22,11,33
Tehama,7/9/2020,0,0,0
Humboldt,7/9/2020,0,1,1
San Diego,7/9/2020,404,85,489
Inyo,7/9/2020,0,1,1
Yuba,7/9/2020,16,1,17
Siskiyou,7/9/2020,0,0,0
Plumas,7/9/2020,0,0,0
Mariposa,7/9/2020,0,0,0
Mono,7/9/2020,0,0,0
San Luis Obispo,7/9/2020,10,5,15
Sacramento,7/9/2020,150,31,181
San Benito,7/9/2020,3,0,3
Lake,7/9/2020,1,1,2
El Dorado,7/9/2020,3,0,3
Nevada,7/9/2020,1,2,3
Riverside,7/9/2020,528,162,690
Kings,7/10/2020,57,1,58
Santa Cruz,7/10/2020,13,4,17
Inyo,7/10/2020,0,0,0
Imperial,7/10/2020,74,0,74
Yuba,7/10/2020,20,0,20
Del Norte,7/10/2020,0,0,0
Sutter,7/10/2020,0,0,0
Lake,7/10/2020,2,1,3
Amador,7/10/2020,1,1,2
Plumas,7/10/2020,0,0,0
Fresno,7/10/2020,186,49,235
Modoc,7/10/2020,0,0,0
Merced,7/10/2020,30,8,38
San Benito,7/10/2020,4,0,4
Mendocino,7/10/2020,2,0,2
Ventura,7/10/2020,79,26,105
San Luis Obispo,7/10/2020,12,5,17
Mariposa,7/10/2020,0,0,0
Orange,7/10/2020,671,114,785
Sacramento,7/10/2020,157,19,176
Los Angeles,7/10/2020,2093,684,2777
Tuolumne,7/10/2020,2,0,2
Trinity,7/10/2020,0,0,0
Marin,7/10/2020,30,6,36
Mono,7/10/2020,0,0,0
Placer,7/10/2020,31,18,49
Napa,7/10/2020,7,0,7
Santa Barbara,7/10/2020,72,9,81
Calaveras,7/10/2020,0,0,0
Santa Clara,7/10/2020,117,25,142
Madera,7/10/2020,29,12,41
Stanislaus,7/10/2020,172,59,231
Lassen,7/10/2020,0,1,1
Tulare,7/10/2020,69,2,71
Butte,7/10/2020,16,0,16
Sonoma,7/10/2020,28,8,36
Contra Costa,7/10/2020,83,24,107
Riverside,7/10/2020,532,149,681
Yolo,7/10/2020,12,3,15
Glenn,7/10/2020,0,0,0
Kern,7/10/2020,234,16,250
Colusa,7/10/2020,0,0,0
Tehama,7/10/2020,0,0,0
Nevada,7/10/2020,1,1,2
San Mateo,7/10/2020,48,14,62
Solano,7/10/2020,41,5,46
San Joaquin,7/10/2020,194,50,244
Shasta,7/10/2020,5,1,6
San Diego,7/10/2020,411,79,490
San Bernardino,7/10/2020,558,84,642
Siskiyou,7/10/2020,1,1,2
El Dorado,7/10/2020,2,0,2
San Francisco,7/10/2020,76,21,97
Monterey,7/10/2020,48,0,48
Humboldt,7/10/2020,0,1,1
Alameda,7/10/2020,137,46,183
Amador,7/11/2020,0,0,0
Orange,7/11/2020,675,111,786
San Benito,7/11/2020,3,0,3
Lake,7/11/2020,3,1,4
Tuolumne,7/11/2020,1,0,1
Kings,7/11/2020,65,0,65
Inyo,7/11/2020,0,0,0
Riverside,7/11/2020,511,136,647
San Joaquin,7/11/2020,188,44,232
Stanislaus,7/11/2020,172,46,218
Ventura,7/11/2020,83,17,100
Shasta,7/11/2020,3,2,5
Trinity,7/11/2020,0,0,0
Sutter,7/11/2020,0,0,0
Merced,7/11/2020,27,7,34
Calaveras,7/11/2020,0,0,0
Mono,7/11/2020,0,0,0
Madera,7/11/2020,25,11,36
Santa Barbara,7/11/2020,76,5,81
Imperial,7/11/2020,76,0,76
Colusa,7/11/2020,0,2,2
Yolo,7/11/2020,11,0,11
Napa,7/11/2020,8,0,8
Mendocino,7/11/2020,2,0,2
Del Norte,7/11/2020,0,0,0
San Francisco,7/11/2020,79,18,97
Tulare,7/11/2020,74,3,77
San Diego,7/11/2020,385,81,466
Nevada,7/11/2020,2,0,2
Lassen,7/11/2020,0,3,3
San Luis Obispo,7/11/2020,9,2,11
Los Angeles,7/11/2020,2056,713,2769
Modoc,7/11/2020,0,0,0
Tehama,7/11/2020,1,0,1
Monterey,7/11/2020,42,0,42
Kern,7/11/2020,249,24,273
El Dorado,7/11/2020,2,0,2
Yuba,7/11/2020,21,0,21
Mariposa,7/11/2020,0,0,0
San Mateo,7/11/2020,50,9,59
Siskiyou,7/11/2020,1,0,1
Humboldt,7/11/2020,0,1,1
Placer,7/11/2020,35,26,61
Santa Clara,7/11/2020,121,20,141
San Bernardino,7/11/2020,564,88,652
Butte,7/11/2020,15,1,16
Plumas,7/11/2020,0,0,0
Sonoma,7/11/2020,25,8,33
Fresno,7/11/2020,197,42,239
Santa Cruz,7/11/2020,13,4,17
Solano,7/11/2020,41,11,52
Marin,7/11/2020,31,4,35
Contra Costa,7/11/2020,79,24,103
Alameda,7/11/2020,144,44,188
Glenn,7/11/2020,0,1,1
Sacramento,7/11/2020,157,23,180
Modoc,7/12/2020,0,0,0
Riverside,7/12/2020,513,122,635
Santa Barbara,7/12/2020,76,8,84
Solano,7/12/2020,43,8,51
Yolo,7/12/2020,11,0,11
Contra Costa,7/12/2020,79,26,105
Stanislaus,7/12/2020,188,42,230
Mariposa,7/12/2020,0,0,0
Fresno,7/12/2020,203,38,241
Butte,7/12/2020,16,1,17
San Joaquin,7/12/2020,202,35,237
Orange,7/12/2020,674,84,758
Mono,7/12/2020,0,0,0
Monterey,7/12/2020,43,0,43
Amador,7/12/2020,0,0,0
Sonoma,7/12/2020,25,9,34
Kern,7/12/2020,238,17,255
El Dorado,7/12/2020,3,0,3
Plumas,7/12/2020,0,0,0
San Bernardino,7/12/2020,587,82,669
Ventura,7/12/2020,92,17,109
Sutter,7/12/2020,0,0,0
Imperial,7/12/2020,73,0,73
Alameda,7/12/2020,150,37,187
San Luis Obispo,7/12/2020,9,4,13
Trinity,7/12/2020,0,0,0
Lassen,7/12/2020,0,2,2
Napa,7/12/2020,8,0,8
Nevada,7/12/2020,1,0,1
Merced,7/12/2020,34,4,38
Lake,7/12/2020,3,1,4
Colusa,7/12/2020,0,4,4
San Mateo,7/12/2020,51,14,65
Calaveras,7/12/2020,0,2,2
Marin,7/12/2020,29,1,30
Del Norte,7/12/2020,0,0,0
Kings,7/12/2020,64,0,64
Mendocino,7/12/2020,2,0,2
Madera,7/12/2020,27,8,35
Tulare,7/12/2020,86,3,89
San Benito,7/12/2020,2,0,2
Los Angeles,7/12/2020,2103,670,2773
Inyo,7/12/2020,0,0,0
Tuolumne,7/12/2020,2,0,2
Placer,7/12/2020,38,25,63
Glenn,7/12/2020,0,1,1
Tehama,7/12/2020,1,1,2
Siskiyou,7/12/2020,2,0,2
Santa Clara,7/12/2020,129,20,149
Humboldt,7/12/2020,0,2,2
San Diego,7/12/2020,389,78,467
San Francisco,7/12/2020,80,14,94
Sacramento,7/12/2020,175,25,200
Santa Cruz,7/12/2020,12,5,17
Yuba,7/12/2020,19,0,19
Shasta,7/12/2020,3,0,3
Fresno,7/13/2020,212,40,252
Orange,7/13/2020,712,83,795
Kern,7/13/2020,240,13,253
Los Angeles,7/13/2020,2193,612,2805
Plumas,7/13/2020,0,0,0
San Francisco,7/13/2020,89,20,109
Santa Barbara,7/13/2020,81,7,88
Amador,7/13/2020,1,0,1
Yolo,7/13/2020,12,0,12
Solano,7/13/2020,48,7,55
Modoc,7/13/2020,0,1,1
Mendocino,7/13/2020,0,0,0
Stanislaus,7/13/2020,182,58,240
Glenn,7/13/2020,0,0,0
Mono,7/13/2020,0,0,0
Calaveras,7/13/2020,0,3,3
Trinity,7/13/2020,0,0,0
Placer,7/13/2020,40,27,67
Sacramento,7/13/2020,176,25,201
Nevada,7/13/2020,2,1,3
Napa,7/13/2020,9,2,11
Kings,7/13/2020,62,0,62
Santa Clara,7/13/2020,139,27,166
Marin,7/13/2020,29,0,29
Madera,7/13/2020,31,7,38
Riverside,7/13/2020,538,124,662
Sutter,7/13/2020,0,0,0
Alameda,7/13/2020,152,48,200
Mariposa,7/13/2020,0,0,0
San Luis Obispo,7/13/2020,10,4,14
Del Norte,7/13/2020,0,1,1
San Benito,7/13/2020,2,0,2
San Mateo,7/13/2020,56,26,82
Ventura,7/13/2020,99,25,124
Santa Cruz,7/13/2020,16,4,20
Lassen,7/13/2020,0,1,1
Shasta,7/13/2020,3,1,4
Humboldt,7/13/2020,0,1,1
San Diego,7/13/2020,383,75,458
Tulare,7/13/2020,89,3,92
San Bernardino,7/13/2020,616,64,680
Yuba,7/13/2020,19,0,19
San Joaquin,7/13/2020,205,42,247
Monterey,7/13/2020,49,2,51
Inyo,7/13/2020,0,0,0
El Dorado,7/13/2020,2,0,2
Siskiyou,7/13/2020,2,0,2
Merced,7/13/2020,33,1,34
Imperial,7/13/2020,81,0,81
Tuolumne,7/13/2020,1,0,1
Sonoma,7/13/2020,27,11,38
Tehama,7/13/2020,1,0,1
Lake,7/13/2020,4,2,6
Butte,7/13/2020,15,2,17
Colusa,7/13/2020,0,4,4
Contra Costa,7/13/2020,84,26,110
Del Norte,7/14/2020,0,1,1
Orange,7/14/2020,722,87,809
San Joaquin,7/14/2020,197,39,236
Shasta,7/14/2020,4,1,5
Kings,7/14/2020,68,1,69
Mendocino,7/14/2020,0,0,0
Humboldt,7/14/2020,0,1,1
Santa Barbara,7/14/2020,81,10,91
Kern,7/14/2020,245,9,254
Siskiyou,7/14/2020,4,0,4
Riverside,7/14/2020,550,166,716
San Diego,7/14/2020,394,88,482
Monterey,7/14/2020,49,1,50
Marin,7/14/2020,32,2,34
Tuolumne,7/14/2020,3,0,3
Yolo,7/14/2020,14,8,22
Calaveras,7/14/2020,0,4,4
Colusa,7/14/2020,1,2,3
Sacramento,7/14/2020,169,26,195
Tehama,7/14/2020,1,0,1
Merced,7/14/2020,35,2,37
Lassen,7/14/2020,0,1,1
Santa Clara,7/14/2020,143,26,169
Trinity,7/14/2020,0,0,0
Santa Cruz,7/14/2020,14,6,20
Los Angeles,7/14/2020,2173,726,2899
Yuba,7/14/2020,20,0,20
Contra Costa,7/14/2020,84,28,112
Stanislaus,7/14/2020,192,46,238
Alameda,7/14/2020,158,46,204
Modoc,7/14/2020,0,0,0
Ventura,7/14/2020,101,19,120
San Francisco,7/14/2020,90,15,105
Placer,7/14/2020,45,27,72
Sutter,7/14/2020,0,0,0
San Mateo,7/14/2020,59,18,77
El Dorado,7/14/2020,2,0,2
Lake,7/14/2020,2,0,2
Mono,7/14/2020,0,0,0
Napa,7/14/2020,8,0,8
Glenn,7/14/2020,0,0,0
Amador,7/14/2020,2,0,2
Nevada,7/14/2020,1,1,2
San Luis Obispo,7/14/2020,7,3,10
Butte,7/14/2020,17,1,18
San Bernardino,7/14/2020,603,73,676
Sonoma,7/14/2020,30,11,41
Imperial,7/14/2020,83,2,85
Solano,7/14/2020,46,6,52
Plumas,7/14/2020,0,0,0
Tulare,7/14/2020,86,3,89
Madera,7/14/2020,30,10,40
Inyo,7/14/2020,0,0,0
Fresno,7/14/2020,219,51,270
San Benito,7/14/2020,2,0,2
Mariposa,7/14/2020,0,0,0
El Dorado,7/15/2020,2,1,3
Colusa,7/15/2020,2,2,4
Contra Costa,7/15/2020,81,36,117
Humboldt,7/15/2020,0,3,3
Inyo,7/15/2020,0,0,0
Shasta,7/15/2020,4,1,5
Plumas,7/15/2020,0,0,0
Mono,7/15/2020,0,0,0
San Benito,7/15/2020,1,0,1
Modoc,7/15/2020,0,1,1
San Diego,7/15/2020,401,99,500
Napa,7/15/2020,9,0,9
Trinity,7/15/2020,0,0,0
Fresno,7/15/2020,229,45,274
Ventura,7/15/2020,105,46,151
Imperial,7/15/2020,89,1,90
Los Angeles,7/15/2020,2122,729,2851
Sonoma,7/15/2020,33,10,43
Siskiyou,7/15/2020,3,0,3
Sutter,7/15/2020,0,0,0
Yuba,7/15/2020,19,1,20
Tehama,7/15/2020,1,0,1
Kings,7/15/2020,72,2,74
Monterey,7/15/2020,51,1,52
Madera,7/15/2020,28,4,32
Kern,7/15/2020,236,14,250
Mendocino,7/15/2020,2,0,2
Solano,7/15/2020,46,4,50
Yolo,7/15/2020,14,7,21
Placer,7/15/2020,45,24,69
Mariposa,7/15/2020,0,0,0
San Bernardino,7/15/2020,589,67,656
Tuolumne,7/15/2020,2,0,2
Amador,7/15/2020,1,1,2
Santa Clara,7/15/2020,146,37,183
Alameda,7/15/2020,159,43,202
Sacramento,7/15/2020,184,20,204
Glenn,7/15/2020,0,0,0
