county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Glenn,9/1/2020,0,0,0,47,0,0,0
Butte,9/1/2020,17,0,17,451,3,0,19
Alameda,9/1/2020,162,48,210,2395,49,8,87
Kern,9/1/2020,117,10,127,1321,39,0,43
Santa Cruz,9/1/2020,10,6,16,276,3,0,8
Plumas,9/1/2020,0,0,0,35,0,0,0
Santa Barbara,9/1/2020,38,5,43,666,18,0,40
Riverside,9/1/2020,207,57,264,3363,69,8,93
Los Angeles,9/1/2020,1062,426,1488,19849,320,52,933
Yuba,9/1/2020,13,0,13,265,2,0,10
Colusa,9/1/2020,6,1,7,48,0,0,0
Del Norte,9/1/2020,0,0,0,51,0,0,2
San Diego,9/1/2020,231,76,307,6640,85,11,305
El Dorado,9/1/2020,0,2,2,189,0,1,14
Contra Costa,9/1/2020,76,22,98,1463,24,5,53
Tulare,9/1/2020,50,2,52,664,10,0,15
San Benito,9/1/2020,4,0,4,25,2,0,1
Sutter,9/1/2020,0,0,0,0,0,0,0
Inyo,9/1/2020,0,1,1,29,0,0,4
Mono,9/1/2020,0,0,0,17,0,0,2
Shasta,9/1/2020,3,0,3,561,1,0,8
Santa Clara,9/1/2020,132,27,159,3113,49,2,108
Mariposa,9/1/2020,0,0,0,19,0,0,0
Sacramento,9/1/2020,187,47,234,2481,54,6,106
Ventura,9/1/2020,68,31,99,1301,27,5,47
Lake,9/1/2020,0,1,1,65,0,1,4
Calaveras,9/1/2020,2,2,4,33,2,2,4
Fresno,9/1/2020,172,34,206,1573,48,2,18
Imperial,9/1/2020,29,0,29,259,8,0,12
San Bernardino,9/1/2020,283,66,349,3860,100,7,137
Sonoma,9/1/2020,29,8,37,498,12,1,9
Tehama,9/2/2020,2,0,2,59,1,0,4
Ventura,9/2/2020,61,30,91,1305,23,7,41
Butte,9/2/2020,17,1,18,451,3,0,12
Contra Costa,9/2/2020,77,17,94,1459,26,5,62
Tulare,9/2/2020,53,1,54,664,10,0,8
Santa Clara,9/2/2020,130,28,158,3124,51,3,98
Santa Barbara,9/2/2020,39,5,44,666,16,0,45
Mendocino,9/2/2020,4,0,4,150,1,0,4
Fresno,9/2/2020,161,27,188,1539,45,1,17
Los Angeles,9/2/2020,992,386,1378,19805,296,49,919
Mariposa,9/2/2020,0,0,0,19,0,0,0
San Joaquin,9/2/2020,103,22,125,1003,32,4,48
Placer,9/2/2020,38,20,58,740,12,2,28
Monterey,9/2/2020,29,1,30,729,15,0,23
Madera,9/2/2020,25,9,34,274,10,0,5
Yuba,9/2/2020,17,0,17,265,2,0,11
Siskiyou,9/2/2020,0,0,0,56,0,0,8
San Bernardino,9/2/2020,264,59,323,3851,92,9,134
Imperial,9/2/2020,29,0,29,259,8,0,12
San Diego,9/2/2020,220,70,290,6652,80,14,280
San Luis Obispo,9/2/2020,9,5,14,451,3,1,20
El Dorado,9/2/2020,0,1,1,189,0,1,10
Kern,9/2/2020,120,6,126,1322,39,0,43
Glenn,9/2/2020,0,0,0,47,0,0,0
Calaveras,9/2/2020,4,2,6,33,2,1,4
Shasta,9/2/2020,4,0,4,561,1,0,10
Sutter,9/2/2020,0,0,0,0,0,0,0
San Mateo,9/2/2020,36,11,47,690,12,3,25
San Francisco,9/2/2020,70,12,82,1854,21,4,61
Mono,9/2/2020,0,0,0,17,0,0,1
Amador,9/2/2020,3,0,3,51,0,0,4
Kings,9/2/2020,31,0,31,193,2,0,9
Plumas,9/2/2020,0,0,0,35,0,0,0
Lassen,9/2/2020,0,0,0,25,0,0,0
Tuolumne,9/2/2020,2,1,3,84,0,0,5
Alameda,9/2/2020,150,41,191,2404,44,6,95
Merced,9/2/2020,27,1,28,253,12,0,6
Solano,9/2/2020,32,6,38,533,8,0,8
Humboldt,9/2/2020,1,2,3,271,1,0,1
Del Norte,9/2/2020,0,0,0,51,0,0,1
Marin,9/2/2020,14,1,15,331,3,0,7
Santa Cruz,9/2/2020,11,4,15,276,3,1,10
Trinity,9/2/2020,0,0,0,25,0,0,0
Napa,9/2/2020,1,0,1,351,1,0,23
Sonoma,9/2/2020,31,6,37,513,11,2,8
Riverside,9/2/2020,189,67,256,3359,60,13,97
Colusa,9/2/2020,1,0,1,48,0,0,0
Lake,9/2/2020,0,0,0,65,0,0,4
Nevada,9/2/2020,1,1,2,129,0,0,5
San Benito,9/2/2020,2,0,2,25,2,0,1
Modoc,9/2/2020,0,0,0,41,0,0,0
Orange,9/2/2020,272,60,332,5612,79,10,202
Stanislaus,9/2/2020,131,34,165,1296,36,7,22
Yolo,9/2/2020,8,0,8,96,2,0,7
Sacramento,9/2/2020,193,29,222,2467,54,8,96
Inyo,9/2/2020,0,1,1,29,0,0,4
Humboldt,9/3/2020,1,0,1,271,1,0,0
Solano,9/3/2020,32,13,45,547,9,1,8
Mono,9/3/2020,0,0,0,17,0,0,2
Glenn,9/3/2020,0,0,0,47,0,0,0
Sonoma,9/3/2020,33,2,35,534,13,0,9
Mariposa,9/3/2020,0,0,0,19,0,0,0
Santa Clara,9/3/2020,125,27,152,3124,49,2,90
San Bernardino,9/3/2020,252,43,295,3878,89,4,138
Imperial,9/3/2020,27,0,27,259,7,0,13
Riverside,9/3/2020,185,37,222,3349,63,10,102
Calaveras,9/3/2020,5,0,5,33,3,0,5
Marin,9/3/2020,16,3,19,326,2,0,9
Yolo,9/3/2020,8,0,8,97,1,0,7
Stanislaus,9/3/2020,124,34,158,1295,35,4,19
Yuba,9/3/2020,13,0,13,265,2,0,13
San Joaquin,9/3/2020,93,19,112,1002,30,0,48
Inyo,9/3/2020,0,0,0,29,0,0,4
Ventura,9/3/2020,57,19,76,1314,24,4,42
Tehama,9/3/2020,2,0,2,59,1,0,4
El Dorado,9/3/2020,0,2,2,189,0,2,9
Sutter,9/3/2020,0,0,0,0,0,0,0
Santa Cruz,9/3/2020,9,7,16,277,3,1,9
Contra Costa,9/3/2020,71,13,84,1461,24,3,56
Napa,9/3/2020,3,2,5,351,2,0,19
Lassen,9/3/2020,0,0,0,25,0,0,0
Alameda,9/3/2020,147,54,201,2401,43,4,95
Colusa,9/3/2020,1,0,1,48,0,0,0
Del Norte,9/3/2020,0,0,0,51,0,0,2
Orange,9/3/2020,264,44,308,5614,77,9,221
Santa Barbara,9/3/2020,40,7,47,666,16,2,49
Sacramento,9/3/2020,190,32,222,2434,52,6,84
Madera,9/3/2020,25,12,37,274,9,0,5
Amador,9/3/2020,2,0,2,51,0,0,5
Nevada,9/3/2020,1,0,1,129,0,0,5
Trinity,9/3/2020,0,0,0,25,0,0,0
Butte,9/3/2020,20,1,21,451,3,0,14
San Luis Obispo,9/3/2020,9,1,10,451,2,1,20
Monterey,9/3/2020,27,1,28,729,15,0,21
Modoc,9/3/2020,0,0,0,41,0,0,0
Tulare,9/3/2020,46,5,51,664,7,0,17
Lake,9/3/2020,0,0,0,65,0,0,3
San Benito,9/3/2020,2,0,2,25,2,0,1
Tuolumne,9/3/2020,2,0,2,84,0,0,3
Siskiyou,9/3/2020,0,0,0,56,0,0,8
San Francisco,9/3/2020,63,11,74,1848,21,4,58
Kings,9/3/2020,32,0,32,193,3,0,9
Los Angeles,9/3/2020,984,362,1346,19780,310,51,913
Merced,9/3/2020,27,3,30,253,11,0,7
Fresno,9/3/2020,156,25,181,1552,44,1,15
Placer,9/3/2020,41,24,65,744,13,3,28
Plumas,9/3/2020,0,0,0,35,0,0,0
San Diego,9/3/2020,218,71,289,6634,71,14,280
Mendocino,9/3/2020,4,0,4,150,1,0,1
San Mateo,9/3/2020,33,8,41,695,11,2,25
Kern,9/3/2020,119,6,125,1322,37,0,44
Shasta,9/3/2020,4,0,4,561,1,0,10
San Bernardino,9/4/2020,239,44,283,3864,87,7,167
Nevada,9/4/2020,1,2,3,119,0,1,2
Colusa,9/4/2020,1,1,2,48,0,0,0
Mendocino,9/4/2020,4,0,4,150,1,0,1
Sonoma,9/4/2020,37,6,43,519,13,0,7
Plumas,9/4/2020,0,0,0,35,0,0,0
Mariposa,9/4/2020,0,0,0,19,0,0,0
Placer,9/4/2020,41,16,57,743,11,1,27
El Dorado,9/4/2020,0,1,1,189,0,1,7
Kings,9/4/2020,35,0,35,193,3,0,6
Santa Cruz,9/4/2020,8,2,10,276,3,0,7
Amador,9/4/2020,2,0,2,51,0,0,3
San Mateo,9/4/2020,37,5,42,686,12,2,27
San Francisco,9/4/2020,58,7,65,1860,23,0,56
Los Angeles,9/4/2020,966,355,1321,19804,305,52,907
Imperial,9/4/2020,25,0,25,259,7,0,12
Yolo,9/4/2020,8,0,8,97,7,0,2
Del Norte,9/4/2020,0,0,0,51,0,0,2
Riverside,9/4/2020,177,39,216,3380,64,9,98
Merced,9/4/2020,23,0,23,253,9,0,10
Tehama,9/4/2020,2,0,2,59,1,0,4
Tulare,9/4/2020,44,4,48,664,7,0,16
Shasta,9/4/2020,3,3,6,561,1,0,5
Sacramento,9/4/2020,177,33,210,2480,52,5,90
Sutter,9/4/2020,0,0,0,0,0,0,0
Alameda,9/4/2020,142,35,177,2391,44,3,100
Napa,9/4/2020,3,1,4,351,2,0,21
Santa Clara,9/4/2020,122,11,133,3083,42,0,96
Solano,9/4/2020,32,8,40,564,9,1,9
Humboldt,9/4/2020,1,1,2,269,1,1,2
Marin,9/4/2020,12,3,15,323,4,0,8
Kern,9/4/2020,98,1,99,1332,32,0,50
San Benito,9/4/2020,3,0,3,25,2,0,1
Mono,9/4/2020,0,0,0,17,0,0,2
Butte,9/4/2020,15,0,15,451,3,0,15
Stanislaus,9/4/2020,126,33,159,1296,37,2,12
Tuolumne,9/4/2020,1,0,1,84,0,0,2
Monterey,9/4/2020,26,3,29,729,17,0,20
Contra Costa,9/4/2020,73,14,87,1519,27,5,68
San Diego,9/4/2020,219,59,278,6616,80,17,282
Madera,9/4/2020,25,8,33,274,9,0,3
Trinity,9/4/2020,0,0,0,25,0,0,0
Fresno,9/4/2020,153,23,176,1498,44,3,12
Orange,9/4/2020,274,54,328,5576,83,6,220
San Joaquin,9/4/2020,86,15,101,1005,29,0,41
Lake,9/4/2020,0,1,1,65,0,0,4
Calaveras,9/4/2020,4,1,5,33,3,0,5
Siskiyou,9/4/2020,0,0,0,56,0,0,7
San Luis Obispo,9/4/2020,7,3,10,451,3,1,20
Lassen,9/4/2020,0,0,0,25,0,0,0
Inyo,9/4/2020,0,1,1,29,0,0,4
Ventura,9/4/2020,50,30,80,1269,22,6,52
Modoc,9/4/2020,0,0,0,41,0,0,0
Yuba,9/4/2020,16,0,16,265,3,0,14
Glenn,9/4/2020,0,0,0,47,0,0,0
Santa Barbara,9/4/2020,37,6,43,666,14,3,53
Tehama,9/5/2020,2,0,2,59,1,0,2
Butte,9/5/2020,15,1,16,451,4,0,17
Inyo,9/5/2020,0,0,0,29,0,0,4
Tuolumne,9/5/2020,1,0,1,84,1,0,3
Los Angeles,9/5/2020,943,361,1304,19813,305,43,926
Monterey,9/5/2020,27,2,29,729,10,0,18
San Francisco,9/5/2020,51,6,57,1808,22,0,64
Imperial,9/5/2020,26,1,27,259,7,0,9
Tulare,9/5/2020,52,4,56,664,7,0,18
Nevada,9/5/2020,0,0,0,29,0,0,1
Glenn,9/5/2020,0,0,0,47,0,0,0
Lassen,9/5/2020,0,0,0,25,0,0,0
Alameda,9/5/2020,145,42,187,2406,37,4,105
Del Norte,9/5/2020,0,1,1,51,0,0,4
San Mateo,9/5/2020,35,8,43,680,10,3,25
Colusa,9/5/2020,1,0,1,48,0,0,0
Fresno,9/5/2020,153,20,173,1515,44,1,22
Lake,9/5/2020,1,0,1,65,0,0,4
Shasta,9/5/2020,3,1,4,561,1,0,4
San Diego,9/5/2020,193,67,260,6611,82,12,276
Orange,9/5/2020,253,54,307,5615,77,6,231
Yolo,9/5/2020,10,0,10,97,7,0,3
San Joaquin,9/5/2020,88,16,104,1005,31,0,52
Placer,9/5/2020,42,21,63,744,11,2,27
San Bernardino,9/5/2020,243,39,282,3822,86,4,156
Sonoma,9/5/2020,34,7,41,480,10,0,6
Stanislaus,9/5/2020,131,31,162,1298,38,4,18
San Benito,9/5/2020,1,0,1,25,1,0,2
Amador,9/5/2020,1,0,1,51,0,0,3
Santa Clara,9/5/2020,124,17,141,2985,42,0,93
Kern,9/5/2020,83,4,87,1309,27,0,53
Humboldt,9/5/2020,1,1,2,269,1,1,3
Sacramento,9/5/2020,168,36,204,2424,50,3,92
Madera,9/5/2020,23,13,36,274,9,0,2
Siskiyou,9/5/2020,0,0,0,56,0,0,7
Santa Barbara,9/5/2020,41,7,48,666,14,2,59
Ventura,9/5/2020,50,27,77,1254,25,9,54
Merced,9/5/2020,26,3,29,254,10,2,7
Trinity,9/5/2020,0,0,0,25,0,0,0
El Dorado,9/5/2020,0,0,0,189,0,0,12
Solano,9/5/2020,37,8,45,584,10,1,9
Kings,9/5/2020,32,1,33,193,3,0,8
Santa Cruz,9/5/2020,8,3,11,276,3,0,6
San Luis Obispo,9/5/2020,6,1,7,451,3,0,18
Mendocino,9/5/2020,4,0,4,150,1,0,1
Marin,9/5/2020,13,7,20,330,5,0,9
Plumas,9/5/2020,0,0,0,35,0,0,0
Mono,9/5/2020,0,0,0,17,0,0,2
Yuba,9/5/2020,19,0,19,265,3,0,13
Napa,9/5/2020,3,2,5,351,3,2,18
Contra Costa,9/5/2020,73,26,99,1528,26,3,50
Calaveras,9/5/2020,3,3,6,33,2,1,4
Modoc,9/5/2020,0,0,0,41,0,0,0
Sutter,9/5/2020,0,0,0,0,0,0,0
Mariposa,9/5/2020,0,0,0,19,0,0,0
Riverside,9/5/2020,171,49,220,3319,62,7,91
Yuba,9/6/2020,19,0,19,265,3,0,11
Trinity,9/6/2020,0,0,0,25,0,0,0
Shasta,9/6/2020,2,1,3,561,1,0,4
Glenn,9/6/2020,0,0,0,47,0,0,0
Sonoma,9/6/2020,37,14,51,501,10,2,5
Lake,9/6/2020,0,1,1,65,0,1,3
Marin,9/6/2020,13,8,21,323,5,1,8
San Francisco,9/6/2020,57,17,74,1772,24,2,69
Imperial,9/6/2020,30,1,31,259,10,0,6
Inyo,9/6/2020,0,0,0,29,0,0,4
Colusa,9/6/2020,0,1,1,48,0,0,0
Sacramento,9/6/2020,161,42,203,2391,70,1,92
Stanislaus,9/6/2020,134,31,165,1296,37,5,18
Humboldt,9/6/2020,1,1,2,269,1,1,3
Del Norte,9/6/2020,0,1,1,51,0,0,6
Siskiyou,9/6/2020,0,0,0,56,0,0,7
Sutter,9/6/2020,0,0,0,0,0,0,0
San Bernardino,9/6/2020,228,39,267,3785,89,4,151
Mono,9/6/2020,0,0,0,17,0,0,2
Calaveras,9/6/2020,2,2,4,33,1,1,5
Mariposa,9/6/2020,0,0,0,19,0,0,0
Tehama,9/6/2020,2,0,2,59,2,0,4
Modoc,9/6/2020,0,0,0,41,0,0,0
Lassen,9/6/2020,0,0,0,25,0,0,0
Merced,9/6/2020,27,6,33,253,9,1,5
Amador,9/6/2020,2,0,2,51,0,0,4
Santa Barbara,9/6/2020,44,7,51,666,17,2,63
Fresno,9/6/2020,152,18,170,1520,45,0,17
Yolo,9/6/2020,9,1,10,97,6,1,4
Solano,9/6/2020,32,8,40,562,9,1,9
San Mateo,9/6/2020,30,16,46,677,11,6,23
Nevada,9/6/2020,2,0,2,93,1,0,2
San Diego,9/6/2020,195,71,266,6617,80,16,307
Monterey,9/6/2020,28,1,29,729,8,0,18
Los Angeles,9/6/2020,942,372,1314,19715,312,40,929
San Luis Obispo,9/6/2020,7,3,10,451,4,0,22
Madera,9/6/2020,25,11,36,274,8,0,4
El Dorado,9/6/2020,0,0,0,189,0,0,10
Placer,9/6/2020,41,26,67,739,11,3,22
Plumas,9/6/2020,0,0,0,35,0,0,0
Butte,9/6/2020,20,1,21,451,6,0,11
Tulare,9/6/2020,55,4,59,664,8,0,15
Kings,9/6/2020,35,1,36,193,3,0,9
San Benito,9/6/2020,1,0,1,25,1,0,1
Napa,9/6/2020,4,5,9,351,1,0,17
Riverside,9/6/2020,171,59,230,3307,59,10,94
Mendocino,9/6/2020,5,0,5,150,2,0,1
Ventura,9/6/2020,52,33,85,1249,28,11,51
Contra Costa,9/6/2020,68,24,92,1522,26,2,53
Alameda,9/6/2020,146,43,189,2405,40,2,114
Kern,9/6/2020,80,12,92,1277,25,0,56
Tuolumne,9/6/2020,0,0,0,84,0,0,2
Santa Cruz,9/6/2020,9,5,14,276,3,1,8
Santa Clara,9/6/2020,116,18,134,2936,41,1,95
Orange,9/6/2020,238,64,302,5534,75,9,242
San Joaquin,9/6/2020,86,9,95,1004,28,0,50
Placer,9/7/2020,37,28,65,721,10,1,29
Stanislaus,9/7/2020,142,38,180,1302,38,5,12
Mariposa,9/7/2020,0,0,0,19,0,0,0
Alameda,9/7/2020,148,57,205,2371,38,5,113
Siskiyou,9/7/2020,0,0,0,56,0,0,7
Solano,9/7/2020,27,9,36,533,8,1,10
Imperial,9/7/2020,29,1,30,259,10,0,6
Ventura,9/7/2020,58,21,79,1220,27,11,50
Shasta,9/7/2020,2,1,3,561,1,0,5
Colusa,9/7/2020,0,0,0,48,0,0,0
Inyo,9/7/2020,0,0,0,29,0,0,4
Sutter,9/7/2020,0,0,0,0,0,0,0
San Diego,9/7/2020,211,72,283,6621,79,14,309
Kings,9/7/2020,32,2,34,193,3,0,9
Sacramento,9/7/2020,141,41,182,2412,51,5,104
San Bernardino,9/7/2020,224,42,266,3811,85,5,162
Santa Cruz,9/7/2020,10,5,15,276,3,1,8
San Mateo,9/7/2020,39,15,54,673,10,2,21
Yuba,9/7/2020,18,0,18,265,3,0,12
Tehama,9/7/2020,1,0,1,59,1,0,5
Glenn,9/7/2020,0,0,0,47,0,0,0
Lake,9/7/2020,0,0,0,65,0,0,3
Sonoma,9/7/2020,38,9,47,506,10,2,5
Nevada,9/7/2020,2,0,2,127,1,0,7
San Francisco,9/7/2020,63,15,78,1742,26,1,63
Merced,9/7/2020,22,6,28,253,9,2,5
San Luis Obispo,9/7/2020,10,2,12,451,4,1,21
Amador,9/7/2020,2,0,2,51,0,0,4
Calaveras,9/7/2020,1,1,2,33,1,0,6
San Benito,9/7/2020,1,0,1,25,1,0,1
Monterey,9/7/2020,28,0,28,729,8,0,20
Los Angeles,9/7/2020,936,414,1350,19650,308,48,954
Fresno,9/7/2020,153,16,169,1511,41,2,24
El Dorado,9/7/2020,0,0,0,189,0,0,12
Marin,9/7/2020,14,3,17,323,5,0,9
Yolo,9/7/2020,8,0,8,96,6,0,1
Tuolumne,9/7/2020,0,0,0,84,0,0,1
Humboldt,9/7/2020,1,1,2,269,1,1,3
Orange,9/7/2020,242,47,289,5578,70,11,222
Mendocino,9/7/2020,4,0,4,150,2,0,2
Tulare,9/7/2020,57,2,59,664,10,0,17
Del Norte,9/7/2020,0,0,0,51,0,0,6
San Joaquin,9/7/2020,87,12,99,1002,29,1,47
Trinity,9/7/2020,0,0,0,25,0,0,0
Plumas,9/7/2020,0,0,0,35,0,0,0
Riverside,9/7/2020,175,68,243,3334,60,13,91
Mono,9/7/2020,0,0,0,17,0,0,2
Modoc,9/7/2020,0,0,0,41,0,0,0
Lassen,9/7/2020,0,0,0,25,0,0,0
Santa Barbara,9/7/2020,39,4,43,666,13,1,64
Santa Clara,9/7/2020,118,15,133,2926,41,0,96
Napa,9/7/2020,5,2,7,351,1,0,19
Butte,9/7/2020,23,0,23,451,6,0,7
Madera,9/7/2020,25,6,31,274,9,0,2
Kern,9/7/2020,84,13,97,1281,26,2,51
Contra Costa,9/7/2020,64,18,82,1499,25,2,46
Contra Costa,9/8/2020,62,29,91,1505,25,4,41
Marin,9/8/2020,14,3,17,329,5,0,6
San Luis Obispo,9/8/2020,10,5,15,451,4,0,22
Ventura,9/8/2020,55,25,80,1216,24,4,49
Inyo,9/8/2020,0,0,0,29,0,0,4
Santa Cruz,9/8/2020,14,2,16,277,3,0,8
Calaveras,9/8/2020,1,5,6,33,1,0,2
El Dorado,9/8/2020,0,0,0,189,0,0,10
Sacramento,9/8/2020,157,46,203,2416,58,6,95
Tulare,9/8/2020,60,6,66,686,10,0,18
Siskiyou,9/8/2020,0,0,0,56,0,0,7
Fresno,9/8/2020,145,23,168,1520,33,3,29
Madera,9/8/2020,22,11,33,274,8,0,2
Alameda,9/8/2020,154,50,204,2388,40,7,107
Yuba,9/8/2020,17,0,17,265,3,0,10
Mono,9/8/2020,0,0,0,17,0,0,2
Sutter,9/8/2020,0,0,0,0,0,0,0
Kings,9/8/2020,36,2,38,193,3,0,9
Los Angeles,9/8/2020,940,415,1355,19839,307,53,995
Glenn,9/8/2020,0,0,0,47,0,0,0
San Francisco,9/8/2020,64,18,82,1781,25,4,73
Del Norte,9/8/2020,0,0,0,51,0,0,3
Santa Barbara,9/8/2020,37,2,39,666,11,0,67
Napa,9/8/2020,4,0,4,351,2,0,21
Lake,9/8/2020,1,1,2,65,0,0,5
Colusa,9/8/2020,0,2,2,48,0,0,0
Lassen,9/8/2020,0,0,0,25,0,0,0
Kern,9/8/2020,89,9,98,1286,26,1,51
Santa Clara,9/8/2020,121,16,137,3028,42,1,86
Shasta,9/8/2020,2,1,3,561,1,0,6
San Bernardino,9/8/2020,214,61,275,3814,84,5,172
Stanislaus,9/8/2020,144,50,194,1307,41,5,12
San Diego,9/8/2020,219,59,278,6638,81,15,332
Mendocino,9/8/2020,4,1,5,150,2,1,4
Modoc,9/8/2020,0,0,0,41,0,0,0
Nevada,9/8/2020,2,0,2,124,1,0,4
Amador,9/8/2020,1,0,1,51,0,0,6
San Joaquin,9/8/2020,89,18,107,1007,30,5,40
Butte,9/8/2020,24,1,25,451,5,1,8
Humboldt,9/8/2020,3,1,4,269,1,1,3
Merced,9/8/2020,20,2,22,253,9,1,5
Tuolumne,9/8/2020,0,1,1,84,0,1,0
Yolo,9/8/2020,8,0,8,96,5,0,2
Imperial,9/8/2020,22,0,22,259,9,0,3
Riverside,9/8/2020,185,76,261,3370,62,19,100
Trinity,9/8/2020,0,0,0,25,0,0,0
Tehama,9/8/2020,1,0,1,59,1,0,4
Plumas,9/8/2020,0,0,0,35,0,0,0
Solano,9/8/2020,33,10,43,543,8,1,10
Placer,9/8/2020,37,25,62,721,12,4,31
Mariposa,9/8/2020,0,0,0,19,0,0,0
Orange,9/8/2020,234,60,294,5578,62,14,223
San Mateo,9/8/2020,43,27,70,699,8,4,22
Sonoma,9/8/2020,36,6,42,505,11,1,4
Monterey,9/8/2020,30,2,32,729,9,0,26
San Benito,9/8/2020,0,0,0,25,0,0,2
Kern,9/9/2020,94,8,102,1305,25,2,48
Alameda,9/9/2020,149,40,189,2391,38,8,105
Ventura,9/9/2020,55,32,87,1227,25,7,36
Amador,9/9/2020,2,0,2,51,0,0,4
Napa,9/9/2020,5,1,6,351,2,0,19
Yolo,9/9/2020,7,2,9,96,5,2,4
Tehama,9/9/2020,1,0,1,59,1,0,4
San Joaquin,9/9/2020,83,10,93,1004,31,1,48
San Francisco,9/9/2020,66,18,84,1825,25,4,58
Tulare,9/9/2020,58,7,65,686,7,0,19
San Benito,9/9/2020,0,0,0,25,0,0,2
San Mateo,9/9/2020,47,29,76,720,9,5,19
Inyo,9/9/2020,0,0,0,29,0,0,3
Kings,9/9/2020,36,1,37,193,3,0,8
Modoc,9/9/2020,0,0,0,41,0,0,0
Sutter,9/9/2020,0,0,0,0,0,0,0
Tuolumne,9/9/2020,1,0,1,84,0,0,3
Santa Cruz,9/9/2020,12,3,15,277,2,1,7
Santa Clara,9/9/2020,127,14,141,3068,40,1,97
Monterey,9/9/2020,27,1,28,729,9,0,24
Santa Barbara,9/9/2020,38,1,39,666,12,0,56
Orange,9/9/2020,239,70,309,5654,64,12,226
Los Angeles,9/9/2020,889,365,1254,19917,290,51,957
Humboldt,9/9/2020,4,0,4,272,2,0,1
El Dorado,9/9/2020,0,0,0,189,0,0,10
Shasta,9/9/2020,3,0,3,561,1,0,5
Nevada,9/9/2020,2,0,2,124,1,0,6
Madera,9/9/2020,20,8,28,274,7,0,2
Sacramento,9/9/2020,155,35,190,2417,55,7,81
Colusa,9/9/2020,0,4,4,48,0,0,0
Yuba,9/9/2020,20,0,20,265,3,0,6
Lake,9/9/2020,1,0,1,65,0,0,2
Stanislaus,9/9/2020,136,23,159,1298,43,3,15
Riverside,9/9/2020,189,49,238,3385,57,10,83
Imperial,9/9/2020,24,0,24,259,10,0,4
Mono,9/9/2020,0,0,0,17,0,0,2
San Bernardino,9/9/2020,210,60,270,3836,81,6,161
Lassen,9/9/2020,0,0,0,25,0,0,0
Sonoma,9/9/2020,31,3,34,563,9,0,5
Del Norte,9/9/2020,0,0,0,51,0,0,1
Plumas,9/9/2020,0,0,0,35,0,0,0
Placer,9/9/2020,36,14,50,734,10,1,27
San Luis Obispo,9/9/2020,8,1,9,451,3,0,19
Mariposa,9/9/2020,0,0,0,19,0,0,0
Butte,9/9/2020,21,0,21,451,5,0,4
Glenn,9/9/2020,0,0,0,47,0,0,0
Calaveras,9/9/2020,2,3,5,33,2,1,4
Contra Costa,9/9/2020,62,19,81,1490,26,2,35
Siskiyou,9/9/2020,0,0,0,56,0,0,7
Fresno,9/9/2020,133,24,157,1526,30,4,29
Mendocino,9/9/2020,1,0,1,150,1,0,5
Solano,9/9/2020,29,10,39,558,7,1,9
Merced,9/9/2020,18,1,19,253,9,0,7
Marin,9/9/2020,13,6,19,324,4,2,5
Trinity,9/9/2020,0,0,0,25,0,0,0
San Diego,9/9/2020,234,75,309,6648,86,13,302
Yolo,9/10/2020,7,1,8,96,4,1,3
Amador,9/10/2020,2,0,2,51,0,0,4
Santa Barbara,9/10/2020,36,3,39,666,9,1,54
Lake,9/10/2020,0,2,2,65,0,0,2
Trinity,9/10/2020,0,0,0,25,0,0,0
Humboldt,9/10/2020,4,1,5,272,2,0,1
Contra Costa,9/10/2020,66,17,83,1508,25,4,41
San Francisco,9/10/2020,67,22,89,1839,24,8,58
Sutter,9/10/2020,0,0,0,0,0,0,0
Kings,9/10/2020,31,1,32,193,3,0,8
Mono,9/10/2020,0,0,0,17,0,0,2
Mariposa,9/10/2020,0,0,0,19,0,0,0
Del Norte,9/10/2020,0,0,0,51,0,0,3
San Benito,9/10/2020,0,0,0,25,0,0,2
San Luis Obispo,9/10/2020,7,3,10,451,3,1,18
Santa Clara,9/10/2020,114,18,132,3067,39,3,89
Colusa,9/10/2020,0,2,2,48,0,0,0
Kern,9/10/2020,82,3,85,1303,20,1,55
Lassen,9/10/2020,0,0,0,25,0,0,0
Napa,9/10/2020,4,1,5,351,2,0,17
Modoc,9/10/2020,0,0,0,41,0,0,0
Marin,9/10/2020,10,6,16,325,3,0,9
Placer,9/10/2020,34,25,59,738,10,4,26
San Mateo,9/10/2020,34,17,51,706,11,5,33
Ventura,9/10/2020,55,35,90,1236,20,7,43
San Joaquin,9/10/2020,75,9,84,1005,32,2,33
Mendocino,9/10/2020,2,0,2,150,1,0,6
Sacramento,9/10/2020,151,32,183,2451,53,8,82
El Dorado,9/10/2020,1,0,1,189,1,0,7
Santa Cruz,9/10/2020,14,1,15,277,2,0,11
Los Angeles,9/10/2020,877,342,1219,19990,301,49,924
Nevada,9/10/2020,3,0,3,119,1,0,1
Madera,9/10/2020,19,5,24,274,7,0,2
Sonoma,9/10/2020,31,3,34,529,11,0,7
San Bernardino,9/10/2020,205,54,259,3848,74,4,156
Orange,9/10/2020,223,54,277,5614,65,10,236
Fresno,9/10/2020,122,21,143,1524,29,4,33
Tulare,9/10/2020,53,6,59,686,6,0,20
Imperial,9/10/2020,22,0,22,259,9,0,7
Monterey,9/10/2020,28,0,28,729,9,0,29
Yuba,9/10/2020,19,0,19,265,4,0,9
