county,date,confirmed_patients,suspected_patients,all_hospital_beds,icu_covid_confirmed,icu_covid_suspected,icu_available_beds,total_covid_patients
San Diego,2020-05-07,312,75,6204,123,16,338,387
Fresno,2020-05-07,49,39,2051,15,3,92,88
Mendocino,2020-05-07,0,0,180,0,0,3,0
Santa Barbara,2020-05-07,27,12,717,11,3,82,39
Nevada,2020-05-07,0,0,112,0,0,4,0
Calaveras,2020-05-07,0,0,50,0,0,12,0
San Mateo,2020-05-07,37,14,1096,11,2,43,51
Tuolumne,2020-05-07,0,0,151,0,0,1,0
Monterey,2020-05-07,4,1,829,3,0,106,5
Riverside,2020-05-07,194,76,3902,79,20,177,270
San Benito,2020-05-07,0,0,25,0,0,0,0
San Bernardino,2020-05-07,153,73,4564,51,12,165,226
Humboldt,2020-05-07,1,5,352,0,0,6,6
Lassen,2020-05-07,0,0,25,0,0,0,0
Sutter,2020-05-07,0,0,14,0,0,0,0
Kings,2020-05-07,14,0,199,3,0,0,14
Yolo,2020-05-07,0,0,186,0,0,11,0
Modoc,2020-05-07,0,0,41,0,0,0,0
Siskiyou,2020-05-07,0,3,65,0,2,3,3
Shasta,2020-05-07,0,0,667,0,0,17,0
Santa Clara,2020-05-07,70,37,3275,32,3,180,107
Plumas,2020-05-07,0,0,45,0,0,0,0
Sonoma,2020-05-07,2,11,871,1,2,52,13
Marin,2020-05-08,3,4,390,2,0,11,7
Solano,2020-05-08,10,23,707,7,0,48,33
Alameda,2020-05-08,80,56,2446,38,8,126,136
Sacramento,2020-05-08,17,34,2332,11,5,82,51
San Mateo,2020-05-08,33,23,1096,11,3,43,56
San Joaquin,2020-05-08,15,32,1366,6,8,27,47
Shasta,2020-05-08,0,0,667,0,0,15,0
Riverside,2020-05-08,189,88,3902,77,27,158,277
Kings,2020-05-08,14,1,199,3,1,0,15
San Benito,2020-05-08,0,0,25,0,0,1,0
Inyo,2020-05-08,1,0,42,0,0,4,1
Madera,2020-05-08,1,0,530,0,0,26,1
San Francisco,2020-05-08,71,32,2619,28,7,92,103
Glenn,2020-05-08,0,0,0,0,0,0,0
Ventura,2020-05-08,33,21,1300,13,6,52,54
Santa Barbara,2020-05-08,32,4,717,11,2,86,36
Imperial,2020-05-08,66,4,342,19,0,9,70
Trinity,2020-05-08,0,0,54,0,0,0,0
Plumas,2020-05-08,0,0,45,0,0,0,0
Yuba,2020-05-08,0,0,445,0,0,6,0
Mono,2020-05-08,0,0,17,0,0,2,0
Contra Costa,2020-05-08,21,61,1628,7,14,99,82
San Diego,2020-05-08,334,73,6156,129,15,328,407
Santa Cruz,2020-05-08,4,0,397,0,0,14,4
Amador,2020-05-08,0,0,51,0,0,2,0
Tehama,2020-05-08,0,0,106,0,0,2,0
Kern,2020-05-08,32,7,1726,22,1,81,39
Napa,2020-05-08,1,0,387,1,0,2,1
Stanislaus,2020-05-08,21,15,1369,3,2,81,36
Los Angeles,2020-05-08,1766,510,23900,535,82,1181,2276
Mendocino,2020-05-08,0,0,180,0,0,4,0
El Dorado,2020-05-08,0,4,171,0,0,7,4
Mariposa,2020-05-08,0,1,30,0,0,0,1
San Luis Obispo,2020-05-08,1,3,526,1,2,21,4
Butte,2020-05-08,1,1,448,0,0,23,2
Tulare,2020-05-08,26,0,920,7,0,20,26
Modoc,2020-05-08,0,0,41,0,0,0,0
Siskiyou,2020-05-08,0,3,65,0,2,0,3
Sutter,2020-05-08,0,0,14,0,0,0,0
Lake,2020-05-08,0,1,110,0,0,2,1
Del Norte,2020-05-08,0,1,51,0,1,2,1
Calaveras,2020-05-08,0,0,50,0,0,11,0
Nevada,2020-05-08,0,0,120,0,0,7,0
Lassen,2020-05-08,0,1,25,0,0,0,1
Humboldt,2020-05-08,1,5,352,0,0,6,6
Monterey,2020-05-08,7,2,829,3,0,115,9
Tuolumne,2020-05-08,0,0,151,0,0,2,0
Yolo,2020-05-08,0,0,186,0,0,4,0
Merced,2020-05-08,7,1,242,5,0,2,8
Colusa,2020-05-08,1,1,88,0,1,5,2
San Bernardino,2020-05-08,142,78,4821,52,11,166,220
Sonoma,2020-05-08,2,15,871,1,4,51,17
Santa Clara,2020-05-08,69,26,3306,29,5,180,95
Fresno,2020-05-08,50,31,2049,15,4,89,81
Orange,2020-05-08,222,77,6836,77,22,338,299
Placer,2020-05-08,9,17,753,2,1,32,26
San Luis Obispo,2020-05-09,3,3,526,3,1,27,6
Calaveras,2020-05-09,0,2,50,0,1,9,2
Santa Cruz,2020-05-09,3,0,397,0,0,19,3
Imperial,2020-05-09,66,4,349,19,0,9,70
Stanislaus,2020-05-09,18,11,1369,3,3,82,29
Del Norte,2020-05-09,0,0,51,0,0,0,0
Marin,2020-05-09,4,9,390,2,2,6,13
Madera,2020-05-09,1,0,530,0,0,30,1
Riverside,2020-05-09,190,120,3874,73,30,159,310
Glenn,2020-05-09,0,0,0,0,0,0,0
San Mateo,2020-05-09,32,26,1096,12,4,40,58
Tuolumne,2020-05-09,0,0,151,0,0,3,0
Nevada,2020-05-09,0,0,108,0,0,4,0
Plumas,2020-05-09,0,1,45,0,0,0,1
El Dorado,2020-05-09,0,4,171,0,0,11,4
San Francisco,2020-05-09,68,29,2619,28,4,97,97
Mendocino,2020-05-09,0,0,180,0,0,4,0
Kern,2020-05-09,36,15,1728,25,2,78,51
Monterey,2020-05-09,9,1,829,3,0,113,10
San Benito,2020-05-09,0,0,25,0,0,3,0
Lassen,2020-05-09,0,1,25,0,0,0,1
Los Angeles,2020-05-09,1690,531,23877,493,82,1213,2221
Sutter,2020-05-09,0,0,14,0,0,0,0
Placer,2020-05-09,8,29,753,2,1,40,37
Alameda,2020-05-09,81,58,2446,40,11,122,139
Ventura,2020-05-09,33,24,1321,13,4,50,57
Yolo,2020-05-09,0,0,186,1,1,1,0
Yuba,2020-05-09,0,0,445,0,0,7,0
Humboldt,2020-05-09,1,5,352,0,0,6,6
Shasta,2020-05-09,0,0,667,0,0,17,0
Butte,2020-05-09,1,2,448,0,2,24,3
Solano,2020-05-09,11,24,707,7,2,46,35
Mariposa,2020-05-09,0,1,30,0,0,0,1
Santa Clara,2020-05-09,66,36,3306,28,5,183,102
Trinity,2020-05-09,0,0,54,0,0,0,0
Tulare,2020-05-09,28,2,920,9,0,27,30
Fresno,2020-05-09,55,43,2049,16,5,88,98
San Bernardino,2020-05-09,145,86,4821,55,13,171,231
Contra Costa,2020-05-09,20,48,1628,8,12,104,68
Colusa,2020-05-09,0,0,88,0,0,6,0
Inyo,2020-05-09,0,0,42,0,0,3,0
Siskiyou,2020-05-09,0,0,65,0,0,4,0
Sacramento,2020-05-09,18,35,2327,12,5,88,53
San Joaquin,2020-05-09,16,28,1366,4,7,24,44
Amador,2020-05-09,0,0,51,0,0,2,0
Santa Barbara,2020-05-09,28,4,717,11,1,80,32
Tehama,2020-05-09,0,0,106,0,0,2,0
Modoc,2020-05-09,0,0,41,0,0,0,0
Kings,2020-05-09,12,6,199,4,0,0,18
Sonoma,2020-05-09,3,12,871,2,3,50,15
Napa,2020-05-09,1,1,387,1,0,8,2
Merced,2020-05-09,5,6,242,4,2,2,11
San Diego,2020-05-09,338,58,6172,134,9,329,396
Mono,2020-05-09,0,0,17,0,0,2,0
Lake,2020-05-09,0,0,110,0,0,3,0
Orange,2020-05-09,228,72,6836,85,19,321,300
Glenn,2020-05-10,0,0,0,0,0,0,0
Yolo,2020-05-10,0,0,186,1,1,1,0
Los Angeles,2020-05-10,1731,539,23858,498,90,1253,2270
Humboldt,2020-05-10,2,4,352,0,0,3,6
Kings,2020-05-10,12,5,199,4,0,3,17
Mono,2020-05-10,0,0,17,0,0,2,0
Placer,2020-05-10,8,19,753,2,2,34,27
Lassen,2020-05-10,0,1,25,0,0,0,1
Colusa,2020-05-10,0,0,88,0,0,6,0
Imperial,2020-05-10,63,1,336,17,0,9,64
Mariposa,2020-05-10,0,0,30,0,0,0,0
Ventura,2020-05-10,28,24,1308,12,5,49,52
Calaveras,2020-05-10,0,0,50,0,0,9,0
Siskiyou,2020-05-10,0,0,65,0,0,4,0
San Diego,2020-05-10,334,56,6056,134,8,357,390
Napa,2020-05-10,2,0,387,2,0,3,2
Del Norte,2020-05-10,0,0,51,0,0,1,0
San Bernardino,2020-05-10,144,83,4821,53,12,188,227
Amador,2020-05-10,0,0,51,0,0,2,0
Mendocino,2020-05-10,0,0,180,0,0,4,0
Sacramento,2020-05-10,18,37,2310,11,7,105,55
Butte,2020-05-10,1,2,448,0,1,21,3
Modoc,2020-05-10,0,0,41,0,0,0,0
Marin,2020-05-10,4,13,390,2,3,11,17
Plumas,2020-05-10,0,1,45,0,0,0,1
El Dorado,2020-05-10,0,2,171,0,0,15,2
Santa Cruz,2020-05-10,3,0,397,0,0,16,3
Riverside,2020-05-10,199,117,3856,73,29,177,316
Lake,2020-05-10,0,1,110,0,0,0,1
San Francisco,2020-05-10,66,25,2619,25,9,102,91
Trinity,2020-05-10,0,0,54,0,0,0,0
Tulare,2020-05-10,27,2,920,8,0,26,29
Tuolumne,2020-05-10,0,0,151,0,0,2,0
Contra Costa,2020-05-10,18,43,1628,7,9,110,61
Tehama,2020-05-10,0,0,106,0,0,3,0
Stanislaus,2020-05-10,17,10,1369,1,3,80,27
Monterey,2020-05-10,9,0,829,3,0,108,9
Sutter,2020-05-10,0,0,14,0,0,0,0
Madera,2020-05-10,1,1,530,0,0,30,2
Solano,2020-05-10,14,22,707,8,1,48,36
Merced,2020-05-10,6,0,242,4,0,4,6
San Benito,2020-05-10,0,0,25,0,0,1,0
San Joaquin,2020-05-10,15,28,1366,2,8,19,43
Shasta,2020-05-10,0,0,667,1,0,8,0
Santa Clara,2020-05-10,66,45,3306,28,4,179,111
San Luis Obispo,2020-05-10,3,2,526,2,0,24,5
Nevada,2020-05-10,0,1,107,0,0,5,1
Yuba,2020-05-10,0,0,445,0,0,6,0
Santa Barbara,2020-05-10,26,4,717,11,1,81,30
Fresno,2020-05-10,53,45,2056,22,9,89,98
Orange,2020-05-10,230,78,6836,81,21,353,308
Inyo,2020-05-10,0,0,42,0,0,3,0
San Mateo,2020-05-10,29,23,1096,12,5,43,52
Sonoma,2020-05-10,5,7,871,2,2,50,12
Kern,2020-05-10,37,14,1728,27,2,96,51
Alameda,2020-05-10,77,46,2446,40,4,125,123
San Luis Obispo,2020-05-11,3,2,526,2,1,22,5
Stanislaus,2020-05-11,21,14,1374,2,6,74,35
Calaveras,2020-05-11,0,1,50,0,1,8,1
Monterey,2020-05-11,9,0,829,5,0,109,9
Kings,2020-05-11,13,4,199,4,0,4,17
Colusa,2020-05-11,0,0,88,0,0,6,0
Trinity,2020-05-11,0,0,54,0,0,0,0
Del Norte,2020-05-11,0,0,51,0,0,0,0
Amador,2020-05-11,0,0,51,0,0,2,0
Yuba,2020-05-11,0,1,445,0,1,9,1
Alameda,2020-05-11,78,53,2446,36,13,125,131
Tuolumne,2020-05-11,0,1,151,0,0,2,1
Marin,2020-05-11,3,12,390,0,2,12,15
Tulare,2020-05-11,35,0,920,10,0,20,35
Sutter,2020-05-11,0,0,14,0,0,0,0
El Dorado,2020-05-11,0,3,171,0,0,8,3
Santa Cruz,2020-05-11,1,0,397,0,0,16,1
Placer,2020-05-11,8,16,753,2,2,36,24
Mendocino,2020-05-11,0,0,180,0,0,5,0
Lake,2020-05-11,0,0,110,0,0,5,0
Orange,2020-05-11,232,88,6836,85,25,362,320
Contra Costa,2020-05-11,16,38,1628,8,10,105,54
Tehama,2020-05-11,0,0,106,0,0,6,0
Napa,2020-05-11,1,0,387,1,0,13,1
Nevada,2020-05-11,0,1,114,0,1,7,1
Inyo,2020-05-11,1,0,42,0,0,3,1
Mariposa,2020-05-11,0,0,30,0,0,0,0
San Benito,2020-05-11,1,0,25,0,0,2,1
Sonoma,2020-05-11,5,9,871,2,4,50,14
Los Angeles,2020-05-11,1763,547,23866,498,86,1242,2310
Butte,2020-05-11,2,1,448,0,0,25,3
Solano,2020-05-11,13,15,707,10,2,45,28
Siskiyou,2020-05-11,0,0,65,0,0,5,0
Modoc,2020-05-11,0,0,41,0,0,0,0
Humboldt,2020-05-11,2,6,352,0,0,5,8
Kern,2020-05-11,39,4,1724,27,1,77,43
Lassen,2020-05-11,0,1,25,0,0,0,1
Santa Barbara,2020-05-11,22,10,717,9,3,89,32
San Francisco,2020-05-11,63,28,2619,23,11,107,91
San Bernardino,2020-05-11,152,66,4821,53,12,178,218
San Joaquin,2020-05-11,15,15,1366,2,5,34,30
Glenn,2020-05-11,0,0,0,0,0,0,0
San Diego,2020-05-11,339,61,6089,131,13,374,400
Fresno,2020-05-11,56,37,2057,19,11,87,93
Sacramento,2020-05-11,16,35,2335,9,5,93,51
Mono,2020-05-11,0,0,17,0,0,2,0
San Mateo,2020-05-11,31,18,1096,11,6,43,49
Yolo,2020-05-11,0,0,186,0,0,4,0
Santa Clara,2020-05-11,59,41,3306,27,7,193,100
Plumas,2020-05-11,0,1,45,0,0,0,1
Ventura,2020-05-11,31,23,1301,12,7,48,54
Riverside,2020-05-11,186,104,3935,69,34,184,290
Shasta,2020-05-11,0,0,667,0,0,9,0
Merced,2020-05-11,7,2,242,4,2,7,9
Imperial,2020-05-11,60,2,323,17,0,10,62
Madera,2020-05-11,1,0,528,0,0,27,1
Yolo,2020-05-12,0,0,186,0,0,5,0
Mendocino,2020-05-12,0,0,180,0,0,4,0
Tulare,2020-05-12,34,0,920,11,0,17,34
San Diego,2020-05-12,334,51,6136,132,10,357,385
Riverside,2020-05-12,206,100,3924,67,29,172,306
Tuolumne,2020-05-12,0,0,151,0,0,3,0
Placer,2020-05-12,9,18,753,3,2,32,27
Sutter,2020-05-12,0,0,14,0,0,0,0
San Luis Obispo,2020-05-12,4,4,526,2,1,28,8
Inyo,2020-05-12,0,0,42,0,0,4,0
Mariposa,2020-05-12,0,1,30,0,0,0,1
Orange,2020-05-12,263,85,6836,88,14,358,348
San Bernardino,2020-05-12,148,49,4821,48,10,180,197
Yuba,2020-05-12,0,1,445,0,1,11,1
Shasta,2020-05-12,0,0,667,0,0,9,0
Napa,2020-05-12,1,0,387,1,0,6,1
Kern,2020-05-12,38,14,1729,28,1,72,52
Madera,2020-05-12,0,0,528,0,0,31,0
Humboldt,2020-05-12,3,5,352,0,0,6,8
Calaveras,2020-05-12,0,0,50,0,0,8,0
San Benito,2020-05-12,1,0,25,0,0,2,1
Merced,2020-05-12,6,5,242,4,1,5,11
Amador,2020-05-12,0,0,51,0,0,1,0
Lassen,2020-05-12,0,0,25,0,0,0,0
Ventura,2020-05-12,26,25,1319,13,9,42,51
El Dorado,2020-05-12,0,2,199,0,0,10,2
Los Angeles,2020-05-12,1742,506,23941,499,84,1267,2248
Plumas,2020-05-12,0,0,45,0,0,0,0
Trinity,2020-05-12,0,0,54,0,0,0,0
Santa Cruz,2020-05-12,1,0,397,0,0,11,1
San Mateo,2020-05-12,30,33,1096,14,6,35,63
Modoc,2020-05-12,0,0,41,0,0,0,0
San Joaquin,2020-05-12,14,20,1366,1,7,26,34
Tehama,2020-05-12,0,0,106,0,0,6,0
Nevada,2020-05-12,0,0,111,0,1,5,0
Butte,2020-05-12,2,3,448,0,1,25,5
Contra Costa,2020-05-12,17,49,1628,7,12,121,66
Mono,2020-05-12,0,0,17,0,0,2,0
Monterey,2020-05-12,6,1,829,5,0,106,7
Imperial,2020-05-12,60,3,330,18,1,8,63
Santa Barbara,2020-05-12,24,5,717,9,2,83,29
Solano,2020-05-12,15,14,707,9,6,48,29
Lake,2020-05-12,0,1,110,0,1,1,1
Alameda,2020-05-12,79,51,2446,34,12,116,130
Kings,2020-05-12,16,4,199,4,0,0,20
Siskiyou,2020-05-12,0,0,65,0,1,3,0
San Francisco,2020-05-12,63,27,2619,23,4,100,90
Marin,2020-05-12,3,18,390,0,1,13,21
Stanislaus,2020-05-12,19,15,1369,1,2,81,34
Fresno,2020-05-12,62,48,2061,19,4,84,110
Sacramento,2020-05-12,14,34,2373,7,6,94,48
Del Norte,2020-05-12,0,0,51,0,0,1,0
Colusa,2020-05-12,0,1,88,0,1,5,1
Sonoma,2020-05-12,6,22,871,4,4,49,28
Glenn,2020-05-12,0,0,0,0,0,0,0
Santa Clara,2020-05-12,55,29,3306,24,5,180,84
Los Angeles,2020-05-13,1733,618,23951,504,83,1253,2351
Del Norte,2020-05-13,0,0,51,0,0,3,0
Tuolumne,2020-05-13,0,0,151,0,0,5,0
Alameda,2020-05-13,81,59,2446,37,12,117,140
Contra Costa,2020-05-13,20,40,1628,8,7,108,60
Placer,2020-05-13,3,27,753,0,4,37,30
San Francisco,2020-05-13,57,32,2619,24,7,108,89
Sacramento,2020-05-13,15,35,2371,5,4,105,50
Napa,2020-05-13,1,0,487,0,0,10,1
Yolo,2020-05-13,0,1,186,0,1,6,1
Stanislaus,2020-05-13,20,11,1369,2,1,79,31
Humboldt,2020-05-13,4,4,352,1,1,5,8
Solano,2020-05-13,16,18,707,8,3,41,34
Santa Clara,2020-05-13,58,33,3306,22,5,194,91
Monterey,2020-05-13,7,2,829,5,0,106,9
Amador,2020-05-13,0,0,51,0,0,1,0
Lake,2020-05-13,0,0,110,0,1,2,0
Yuba,2020-05-13,0,0,445,0,0,12,0
San Luis Obispo,2020-05-13,3,7,526,2,1,24,10
Sutter,2020-05-13,0,0,14,0,0,0,0
Fresno,2020-05-13,69,60,2051,18,5,78,129
Merced,2020-05-13,8,3,242,4,0,10,11
Kings,2020-05-13,16,4,199,4,0,0,20
Nevada,2020-05-13,0,0,112,0,1,7,0
Tulare,2020-05-13,40,0,920,10,0,22,40
Trinity,2020-05-13,0,0,54,0,0,0,0
Imperial,2020-05-13,61,4,317,19,0,8,65
El Dorado,2020-05-13,0,2,199,0,0,11,2
Calaveras,2020-05-13,0,0,50,0,0,11,0
San Benito,2020-05-13,1,0,25,1,0,1,1
Glenn,2020-05-13,0,0,0,0,0,0,0
San Joaquin,2020-05-13,11,16,1366,1,4,32,27
Marin,2020-05-13,3,16,390,0,1,16,19
Plumas,2020-05-13,0,0,45,0,0,0,0
Santa Cruz,2020-05-13,1,0,397,0,0,15,1
Modoc,2020-05-13,0,0,41,0,0,0,0
San Diego,2020-05-13,329,51,6144,136,10,346,380
Mendocino,2020-05-13,0,0,180,0,0,2,0
Lassen,2020-05-13,0,0,25,0,0,0,0
Siskiyou,2020-05-13,0,1,65,0,0,5,1
Butte,2020-05-13,2,3,448,0,2,19,5
San Mateo,2020-05-13,34,35,1096,17,2,38,69
Sonoma,2020-05-13,5,20,871,3,1,53,25
Riverside,2020-05-13,188,77,4002,66,22,180,265
Shasta,2020-05-13,0,0,667,0,0,5,0
Orange,2020-05-13,257,85,7007,105,22,393,342
Mariposa,2020-05-13,0,1,30,0,0,0,1
Madera,2020-05-13,0,0,528,0,0,26,0
Tehama,2020-05-13,0,0,106,0,0,5,0
Inyo,2020-05-13,0,0,42,0,0,4,0
Mono,2020-05-13,0,0,17,0,0,2,0
Santa Barbara,2020-05-13,26,3,717,9,2,67,29
Ventura,2020-05-13,25,29,1312,13,10,37,54
Kern,2020-05-13,34,6,1718,26,2,73,40
San Bernardino,2020-05-13,133,90,4821,49,10,153,223
Colusa,2020-05-13,0,1,88,0,1,5,1
Orange,2020-05-14,259,68,7007,102,14,385,327
Sonoma,2020-05-14,5,23,871,3,3,51,28
Riverside,2020-05-14,184,91,4015,68,26,180,275
Mono,2020-05-14,0,0,17,0,0,2,0
Los Angeles,2020-05-14,1648,559,23919,480,101,1230,2207
San Diego,2020-05-14,329,70,6151,140,15,354,399
Madera,2020-05-14,0,0,528,0,0,29,0
Amador,2020-05-14,0,0,51,0,0,0,0
San Mateo,2020-05-14,32,12,1096,12,0,45,44
Plumas,2020-05-14,0,0,45,0,0,0,0
San Bernardino,2020-05-14,132,97,4821,47,15,182,229
Butte,2020-05-14,2,1,448,0,0,19,3
Shasta,2020-05-14,0,0,667,0,0,8,0
Modoc,2020-05-14,0,0,41,0,0,0,0
Santa Cruz,2020-05-14,1,0,397,0,0,13,1
Trinity,2020-05-14,0,0,54,0,0,0,0
Ventura,2020-05-14,28,30,1340,16,11,48,58
Fresno,2020-05-14,64,52,2134,17,6,82,116
San Francisco,2020-05-14,56,38,2619,20,10,111,94
Mendocino,2020-05-14,0,0,180,0,0,3,0
San Luis Obispo,2020-05-14,2,3,526,1,0,21,5
Stanislaus,2020-05-14,19,19,1369,2,1,85,38
Marin,2020-05-14,3,9,390,0,2,12,12
Sacramento,2020-05-14,12,40,2393,5,11,91,52
Colusa,2020-05-14,0,0,88,0,0,6,0
Tulare,2020-05-14,37,0,920,10,0,21,37
Sutter,2020-05-14,0,0,14,0,0,0,0
Nevada,2020-05-14,0,0,110,0,1,7,0
Lassen,2020-05-14,0,0,25,0,0,0,0
Tuolumne,2020-05-14,0,0,151,0,0,5,0
Santa Clara,2020-05-14,51,40,3306,21,4,172,91
Mariposa,2020-05-14,0,1,30,0,0,0,1
Kern,2020-05-14,39,5,1721,23,0,58,44
Monterey,2020-05-14,6,1,829,5,0,104,7
Merced,2020-05-14,8,1,242,5,0,5,9
Humboldt,2020-05-14,5,7,352,1,1,3,12
Calaveras,2020-05-14,0,0,50,0,0,10,0
Solano,2020-05-14,15,25,707,8,2,47,40
Del Norte,2020-05-14,0,0,51,0,0,5,0
Lake,2020-05-14,0,0,110,0,0,2,0
Glenn,2020-05-14,0,0,0,0,0,0,0
Alameda,2020-05-14,82,56,2446,37,13,118,138
Placer,2020-05-14,2,21,753,0,3,29,23
Inyo,2020-05-14,0,0,42,0,0,4,0
Napa,2020-05-14,1,0,487,0,0,10,1
Santa Barbara,2020-05-14,26,4,717,10,2,64,30
Imperial,2020-05-14,62,9,327,20,0,6,71
San Benito,2020-05-14,1,0,25,1,0,1,1
Tehama,2020-05-14,0,1,106,0,0,5,1
El Dorado,2020-05-14,0,3,199,0,0,11,3
Kings,2020-05-14,16,2,199,4,0,2,18
San Joaquin,2020-05-14,10,26,1366,1,12,27,36
Contra Costa,2020-05-14,20,47,1628,8,4,121,67
Siskiyou,2020-05-14,0,1,65,0,0,4,1
Yuba,2020-05-14,0,0,445,0,0,10,0
Yolo,2020-05-14,0,0,186,0,0,3,0
Sonoma,2020-05-15,5,34,871,3,1,51,39
Butte,2020-05-15,2,2,448,1,0,14,4
Mono,2020-05-15,0,0,17,0,0,2,0
Calaveras,2020-05-15,0,1,50,0,1,10,1
Tuolumne,2020-05-15,0,0,151,0,0,3,0
Lassen,2020-05-15,0,0,25,0,0,0,0
Riverside,2020-05-15,184,72,4015,71,21,182,256
Sutter,2020-05-15,0,0,14,0,0,0,0
Los Angeles,2020-05-15,1648,553,23901,481,90,1229,2201
San Luis Obispo,2020-05-15,1,4,526,1,2,22,5
Santa Clara,2020-05-15,48,27,3318,23,2,164,75
Monterey,2020-05-15,6,1,829,5,0,109,7
San Benito,2020-05-15,1,0,25,1,0,1,1
Tulare,2020-05-15,38,1,920,9,0,15,39
Placer,2020-05-15,3,26,753,0,5,32,29
Contra Costa,2020-05-15,19,37,1628,9,7,114,56
Lake,2020-05-15,0,0,110,0,0,2,0
Merced,2020-05-15,6,2,242,4,0,7,8
San Francisco,2020-05-15,56,33,2619,19,4,85,89
Glenn,2020-05-15,0,0,0,0,0,0,0
Napa,2020-05-15,1,0,387,1,0,6,1
Modoc,2020-05-15,0,0,41,0,0,0,0
Alameda,2020-05-15,76,72,2446,38,19,117,148
Solano,2020-05-15,14,26,707,8,1,50,40
Kings,2020-05-15,20,2,199,3,0,4,22
Yuba,2020-05-15,0,0,445,0,0,12,0
Tehama,2020-05-15,0,1,106,0,1,4,1
Stanislaus,2020-05-15,19,19,1369,3,2,80,38
Marin,2020-05-15,2,8,390,0,1,11,10
Kern,2020-05-15,40,12,1721,18,0,82,52
Del Norte,2020-05-15,0,0,51,0,0,2,0
San Diego,2020-05-15,326,66,6126,139,12,332,392
Shasta,2020-05-15,0,0,667,0,0,7,0
Colusa,2020-05-15,0,0,88,0,0,6,0
San Bernardino,2020-05-15,125,69,4821,51,14,168,194
Inyo,2020-05-15,0,0,42,0,0,4,0
Plumas,2020-05-15,0,0,45,0,0,0,0
Humboldt,2020-05-15,3,6,352,1,0,6,9
Orange,2020-05-15,250,60,7007,110,14,339,310
El Dorado,2020-05-15,0,0,199,0,0,10,0
Fresno,2020-05-15,59,32,2128,16,2,81,91
Nevada,2020-05-15,0,0,119,0,1,7,0
Trinity,2020-05-15,0,0,54,0,0,0,0
Amador,2020-05-15,0,0,51,0,0,0,0
Madera,2020-05-15,1,0,528,0,0,29,1
San Joaquin,2020-05-15,11,34,1366,3,13,28,45
Yolo,2020-05-15,0,0,186,0,0,3,0
Ventura,2020-05-15,27,20,1340,14,5,54,47
Siskiyou,2020-05-15,0,0,65,0,0,5,0
San Mateo,2020-05-15,30,24,1096,10,6,40,54
Santa Cruz,2020-05-15,1,0,397,0,0,13,1
Sacramento,2020-05-15,11,44,2410,5,8,100,55
Imperial,2020-05-15,67,4,262,20,0,0,71
Santa Barbara,2020-05-15,26,6,717,12,2,64,32
Mariposa,2020-05-15,0,0,30,0,0,0,0
Mendocino,2020-05-15,0,0,180,0,0,4,0
Solano,2020-05-16,14,26,707,9,1,46,40
Plumas,2020-05-16,0,0,45,0,0,0,0
Stanislaus,2020-05-16,19,20,1369,1,2,82,39
Butte,2020-05-16,2,1,448,1,0,20,3
Placer,2020-05-16,3,25,753,0,7,38,28
Kern,2020-05-16,36,15,1713,18,1,77,51
Tehama,2020-05-16,0,0,106,0,0,4,0
Alameda,2020-05-16,81,64,2446,40,10,114,145
Marin,2020-05-16,1,10,390,0,0,15,11
El Dorado,2020-05-16,1,3,199,1,0,8,4
Riverside,2020-05-16,183,83,3957,68,17,194,266
Yuba,2020-05-16,0,0,445,0,0,11,0
Kings,2020-05-16,20,2,199,2,1,2,22
Lake,2020-05-16,0,0,110,0,0,2,0
Mendocino,2020-05-16,0,0,180,0,0,5,0
Los Angeles,2020-05-16,1570,516,23918,483,80,1207,2086
Ventura,2020-05-16,27,23,1333,13,8,47,50
Monterey,2020-05-16,8,1,811,4,0,104,9
Santa Clara,2020-05-16,51,39,3318,22,6,177,90
San Joaquin,2020-05-16,11,19,1366,2,10,21,30
Sacramento,2020-05-16,12,34,2370,5,7,100,46
Siskiyou,2020-05-16,0,1,65,0,1,3,1
Santa Barbara,2020-05-16,27,7,717,12,3,63,34
Inyo,2020-05-16,0,0,42,0,0,4,0
San Mateo,2020-05-16,31,23,1096,9,5,43,54
San Luis Obispo,2020-05-16,1,5,526,1,1,25,6
Lassen,2020-05-16,0,0,25,0,0,0,0
Amador,2020-05-16,0,0,51,0,0,2,0
San Benito,2020-05-16,1,0,25,1,0,2,1
Mariposa,2020-05-16,0,0,30,0,0,0,0
Tuolumne,2020-05-16,0,0,151,0,0,6,0
Imperial,2020-05-16,60,1,260,18,0,8,61
Colusa,2020-05-16,0,0,88,0,0,6,0
Humboldt,2020-05-16,3,4,352,1,0,5,7
Modoc,2020-05-16,0,0,41,0,0,0,0
Napa,2020-05-16,1,3,387,1,0,6,4
Santa Cruz,2020-05-16,1,0,397,0,0,15,1
Tulare,2020-05-16,40,1,920,10,0,14,41
Nevada,2020-05-16,0,0,113,0,2,7,0
Merced,2020-05-16,6,1,242,5,0,4,7
Madera,2020-05-16,0,0,528,0,0,28,0
Yolo,2020-05-16,0,1,186,0,0,2,1
San Diego,2020-05-16,319,51,6144,138,15,326,370
Calaveras,2020-05-16,0,0,50,0,0,10,0
Del Norte,2020-05-16,0,0,51,0,0,2,0
Orange,2020-05-16,251,74,7007,103,18,345,325
Glenn,2020-05-16,0,0,0,0,0,0,0
Mono,2020-05-16,0,0,17,0,0,2,0
Contra Costa,2020-05-16,16,34,1628,9,8,105,50
